service_request_id,requested_datetime,updated_datetime,status_description,status_notes,agency_responsible,service_name,service_subtype,service_details,address,street,supervisor_district,neighborhoods_sffind_boundaries,police_district,lat,long,point,source,bos_2012,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_jx4q_fizf,:@computed_region_bh8s_q3mv,:@computed_region_p5aj_wyqh,:@computed_region_fyvs_ahh9,:@computed_region_f58d_8dbm,:@computed_region_vtsz_7cme,:@computed_region_sruu_94in,:@computed_region_6pnf_4xz7,:@computed_region_jwn9_ihcz,:@computed_region_pigm_ib2e,:@computed_region_9jxd_iqea,:@computed_region_6ezc_tdp2,:@computed_region_h4ep_8xdi,:@computed_region_2dwj_jsy4,:@computed_region_nqbw_i6c3,:@computed_region_9dfj_4gjx,:@computed_region_4isq_27mq,:@computed_region_viu7_rrfi,:@computed_region_fcz8_est8,media_url,closed_date,:@computed_region_n4xg_c4py,:@computed_region_y6ts_4iup
17597837,2023-11-27T16:24:41.000,2023-11-28T05:34:13.000,Open,open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2801 CALIFORNIA ST, SAN FRANCISCO, CA, 94115",CALIFORNIA ST,2,Lower Pacific Heights,RICHMOND,37.787956005935,-122.440625449509,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.78795601', 'longitude': '-122.44062545'}",Mobile/Open311,2,103,8,6,30,1,13,9,29490,6,27,27,103,6,1,103,,,,,,,,,,,,,,
17597732,2023-11-27T16:04:00.000,2023-11-28T05:31:59.000,Open,open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"132 HYDE ST, SAN FRANCISCO, CA, 94102",HYDE ST,5,Tenderloin,TENDERLOIN,37.782046343771,-122.415545359254,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.78204634', 'longitude': '-122.41554536'}",Mobile/Open311,6,20,5,10,36,9,7,10,28852,10,36,36,20,10,2,20,18,6,1,1,,1,17,18,,1,,,1,
17597700,2023-11-27T15:54:00.000,2023-11-28T05:49:06.000,Open,open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,"838 RHODE ISLAND ST, SAN FRANCISCO, CA, 94107",RHODE ISLAND ST,10,Potrero Hill,BAYVIEW,37.759124645249,-122.402154847641,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.75912465', 'longitude': '-122.40215485'}",Mobile/Open311,10,54,2,9,26,8,10,3,28856,3,29,29,54,9,1,54,,,,,,,,,,,,,,
17597698,2023-11-27T15:54:39.000,2023-11-28T05:34:07.000,Open,open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"198 FELL ST, SAN FRANCISCO, CA, 94102",FELL ST,5,Civic Center,NORTHERN,37.776338521791,-122.421089769388,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.77633852', 'longitude': '-122.42108977'}",Mobile/Open311,5,21,4,11,9,11,7,6,28852,9,10,10,21,11,1,21,,8,,,,1,,,,1,,,1,
17597677,2023-11-27T15:51:26.000,2023-11-28T05:33:05.000,Open,open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2200 HARRISON ST, SAN FRANCISCO, CA, 94110",HARRISON ST,9,Mission,MISSION,37.762138929916,-122.41295090306,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.76213893', 'longitude': '-122.4129509'}",Mobile/Open311,9,53,3,2,20,7,2,7,28859,4,19,19,53,2,2,53,,,,,,3,,,,3,,,,
17597674,2023-11-27T15:50:00.000,2023-11-28T05:32:59.000,Open,open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of SAN BRUNO AVE and 18TH ST,SAN BRUNO AVE,10,Potrero Hill,BAYVIEW,37.762012479814,-122.405350168532,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.76201248', 'longitude': '-122.40535017'}",Mobile/Open311,10,54,2,9,26,8,10,3,28856,3,29,29,54,9,1,54,,15,,,,,,,,,,,,
17597669,2023-11-27T15:49:24.000,2023-11-28T05:32:51.000,Open,open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1812 MCALLISTER ST, SAN FRANCISCO, CA, 94115",MCALLISTER ST,2,Western Addition,PARK,37.777420437616,-122.44192964543,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.77742044', 'longitude': '-122.44192965'}",Mobile/Open311,5,97,7,11,18,11,15,8,29490,5,16,16,97,11,1,97,,,,,,,,,,,,,,
17597639,2023-11-27T15:44:00.000,2023-11-28T05:45:13.000,Open,open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1985 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,9,Mission,MISSION,37.765168052193,-122.419541984987,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.76516805', 'longitude': '-122.41954198'}",Mobile/Open311,9,53,3,2,20,7,8,7,28853,4,19,19,53,2,2,53,14,,,,50,3,12,14,,3,,,,24
17597619,2023-11-27T15:39:00.000,2023-11-28T03:14:20.000,Open,,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,Intersection of HAYES ST and PIERCE ST,HAYES ST,5,Alamo Square,NORTHERN,0.000000000000,0.000000000000,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '0.0', 'longitude': '0.0'}",Phone,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17597606,2023-11-27T15:37:00.000,2023-11-28T05:44:54.000,Open,open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of CLARION ALY and MISSION ST,CLARION ALY,9,Mission,MISSION,37.763077417428,-122.419484386153,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.76307742', 'longitude': '-122.41948439'}",Mobile/Open311,9,53,3,2,20,7,8,7,28859,4,19,19,53,2,2,53,15,,,,,3,13,15,,3,,,,
17597605,2023-11-27T15:37:41.000,2023-11-28T05:22:47.000,Open,open,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1104 STANYAN ST, SAN FRANCISCO, CA, 94117",STANYAN ST,8,Ashbury Heights,PARK,37.764348226374,-122.452490134162,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.76434823', 'longitude': '-122.45249013'}",Mobile/Open311,5,114,7,11,3,11,15,8,29492,5,9,9,114,11,1,114,,,,,,,,,,,,,,
17597553,2023-11-27T15:26:00.000,2023-11-28T00:30:46.000,Closed,Accepted - Noise informational reports are closed and summarized for department use.,Noise Report Queue,Noise Report,vehicle_car_alarm,Noise Report - vehicle_car_alarm,"1865 BUSH ST, SAN FRANCISCO, CA, 94109",BUSH ST,5,Japantown,NORTHERN,0.000000000000,0.000000000000,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '0.0', 'longitude': '0.0'}",Phone,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-28T00:30:46.000,,
17597256,2023-11-27T14:39:00.000,2023-11-28T05:48:52.000,Open,open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1928 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,9,Mission,MISSION,37.766071253651,-122.419832853946,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.76607125', 'longitude': '-122.41983285'}",Mobile/Open311,9,53,3,2,20,7,8,7,28853,4,19,19,53,2,2,53,14,,,,,3,12,14,,3,,,,
17597239,2023-11-27T14:35:00.000,2023-11-28T05:44:41.000,Open,open,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of 16TH ST and KANSAS ST,16TH ST,6,Potrero Hill,SOUTHERN,37.766023746251,-122.403677070185,"{'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '37.76602375', 'longitude': '-122.40367707'}",Mobile/Open311,10,33,1,9,4,8,8,3,28853,3,20,20,33,9,1,33,,15,,,,,,,,,,,,
